Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
67e2f9ab9cc33c9b6b3cd220,65609260cdf7ff43bc121cc9,APPROVED,Not Applicable,2025-03-25T18:45:23.223000Z,2025-03-25T19:06:12.814000Z,2025-03-25T19:52:01.439000Z,2025-03-25T19:06:15.293777Z,1250.0,CYZTAQI1,86,English,26,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67e2f9e1572e76bebef8c377,66cdc82a149ba9c066f670fb,APPROVED,Not Applicable,2025-03-25T18:46:00.546000Z,2025-03-25T19:06:24.973000Z,2025-03-25T19:52:01.838000Z,2025-03-25T19:06:26.540727Z,1225.0,CYZTAQI1,218,English,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2f9ee50ac0d64030ee1f7,65c347be7d456f4e0902823d,APPROVED,Not Applicable,2025-03-25T18:48:44.157000Z,2025-03-25T19:07:50.025000Z,2025-03-25T19:52:18.338000Z,2025-03-25T19:07:52.104456Z,1146.0,CYZTAQI1,685,English,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2f9f9fb2c1a3df7cea562,66840f135d4fce807b86ee00,APPROVED,Not Applicable,2025-03-25T18:46:46.661000Z,2025-03-25T19:06:44.118000Z,2025-03-25T19:52:02.280000Z,2025-03-25T19:06:44.972296Z,1198.0,CYZTAQI1,195,English,37,Male,White,Brazil,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
67e2f9fe482b43d09729cbf2,5c28e9dfda51990001e3204b,APPROVED,Not Applicable,2025-03-25T18:46:33.930000Z,2025-03-25T19:06:57.274000Z,2025-03-25T19:52:18.684000Z,2025-03-25T19:06:58.111481Z,1224.0,CYZTAQI1,2171,English,40,Female,White,United States,United States,United States,English,No,Full-Time
67e2fa678107acb3ef945ea3,65b68acc71be98a237ceb19d,APPROVED,Not Applicable,2025-03-25T18:48:18.113000Z,2025-03-25T19:17:44.279000Z,2025-03-25T19:52:19.138000Z,2025-03-25T19:17:46.660421Z,1767.0,CYZTAQI1,236,English,19,Female,Asian,Pakistan,United States,Pakistan,English,Yes,Unemployed (and job seeking)
67e2fa6e17f3c41464e4bce1,6344bee5162a79b88400ec7c,APPROVED,Not Applicable,2025-03-25T18:48:25.185000Z,2025-03-25T19:05:30.168000Z,2025-03-25T19:52:02.635000Z,2025-03-25T19:05:32.075152Z,1025.0,CYZTAQI1,1035,English,33,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67e2fa6f264cb8fd940a09f3,668ed736a1b8272b324e6c63,RETURNED,Not Applicable,2025-03-25T18:48:33.739000Z,,,2025-03-25T23:11:24.303712Z,,,646,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e2fa8afbe000d5302a310d,6658b1d70a199938231e4be6,APPROVED,Not Applicable,2025-03-25T18:49:02.177000Z,2025-03-25T19:09:17.658000Z,2025-03-25T19:52:19.552000Z,2025-03-25T19:09:21.639054Z,1216.0,CYZTAQI1,209,"English, Other",35,Female,Black,Zimbabwe,United Kingdom,United Kingdom,English,No,Full-Time
67e2fab0be69a58c40a5d6dd,5c51d18698b0ff000110da96,APPROVED,Not Applicable,2025-03-25T18:49:36.691000Z,2025-03-25T19:11:15.096000Z,2025-03-25T19:52:19.916000Z,2025-03-25T19:11:16.637561Z,1299.0,CYZTAQI1,2425,English,41,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67e2fad0ed96d0a9de2c7343,6401f203db9efef5b64cd588,APPROVED,Not Applicable,2025-03-25T18:50:03.918000Z,2025-03-25T19:09:53.993000Z,2025-03-25T19:52:20.308000Z,2025-03-25T19:09:54.661288Z,1191.0,CYZTAQI1,116,English,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67e2fae46916b66f4e6f5be3,5f21fe68039e0e45fabc19af,RETURNED,Not Applicable,2025-03-25T18:50:32.628000Z,,,2025-03-25T23:11:24.308787Z,,,877,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e2faeabab96b067c6277b1,6339ef9db2af9dd1475f9187,APPROVED,Not Applicable,2025-03-25T18:50:25.700000Z,2025-03-25T19:20:03.318000Z,2025-03-25T19:52:20.663000Z,2025-03-25T19:20:05.781626Z,1778.0,CYZTAQI1,709,English,61,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67e2faf4ff5f2cb108da069c,5a2ea69555ff700001ab7c81,APPROVED,Not Applicable,2025-03-25T18:51:16.617000Z,2025-03-25T19:13:59.622000Z,2025-03-25T19:52:02.973000Z,2025-03-25T19:14:01.436217Z,1364.0,CYZTAQI1,1121,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
67e2faf738e37a327553e994,67a354e4a190bfc467c9b5c1,APPROVED,Not Applicable,2025-03-25T18:50:37.570000Z,2025-03-25T19:10:13.162000Z,2025-03-25T19:52:21.043000Z,2025-03-25T19:10:14.927101Z,1176.0,CYZTAQI1,150,English,41,Female,White,Netherlands,United States,United States,English,No,Unemployed (and job seeking)
67e2fb1058de9b48f10f7003,5c3b5d5e717bc300010afbda,APPROVED,Not Applicable,2025-03-25T18:51:11.190000Z,2025-03-25T19:18:03.244000Z,2025-03-25T19:52:03.371000Z,2025-03-25T19:18:04.180514Z,1613.0,CYZTAQI1,207,English,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2fb4fa68065a9f9f453bf,66ae82bca4c59e1a5327e9c1,APPROVED,Not Applicable,2025-03-25T18:52:32.698000Z,2025-03-25T19:10:11.122000Z,2025-03-25T19:52:21.389000Z,2025-03-25T19:10:13.102945Z,1059.0,CYZTAQI1,370,English,47,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67e2fb7441cce2f15a1deb46,5ea60beb07183a615a30a2d4,APPROVED,Not Applicable,2025-03-25T18:52:46.747000Z,2025-03-25T19:10:29.124000Z,2025-03-25T19:52:03.726000Z,2025-03-25T19:10:30.290107Z,1063.0,CYZTAQI1,506,English,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67e2fb7efa5ab8f3051f7650,63eb52da0490f2bb8056be48,RETURNED,Not Applicable,2025-03-25T18:52:52.273000Z,,,2025-03-25T23:11:24.320261Z,,,807,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e2fb888107acb3ef945ef5,6317e52a0ba8a60f3075a6ef,APPROVED,Not Applicable,2025-03-25T18:53:02.823000Z,2025-03-25T19:13:38.637000Z,2025-03-25T19:52:21.833000Z,2025-03-25T19:13:39.415910Z,1236.0,CYZTAQI1,760,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67e2fb8e1b67c03a66032aa1,5f4ac049c374f51158b481ba,APPROVED,Not Applicable,2025-03-25T18:55:14.844000Z,2025-03-25T19:17:26.840000Z,2025-03-25T19:52:04.103000Z,2025-03-25T19:17:30.090713Z,1332.0,CYZTAQI1,2529,English,50,Male,Asian,Pakistan,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67e2fbe155f73277876207de,6166d5303697f00c3b572066,APPROVED,Not Applicable,2025-03-25T18:54:31.066000Z,2025-03-25T19:26:12.548000Z,2025-03-25T19:52:04.464000Z,2025-03-25T19:26:13.684501Z,1902.0,CYZTAQI1,734,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67e2fbeadbc7f3f7db7c87a6,612f283e9023d3527642c7a4,APPROVED,Not Applicable,2025-03-25T18:54:48.243000Z,2025-03-25T19:12:19.959000Z,2025-03-25T19:52:22.173000Z,2025-03-25T19:12:21.340698Z,1052.0,CYZTAQI1,224,English,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
67e2fbed3685f474c0b734b6,67db67c66c28b4ffaee188a7,RETURNED,Not Applicable,2025-03-25T18:54:44.115000Z,,,2025-03-25T23:11:24.330566Z,,,32,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e2fc03347a56a978de13c7,6658c6e96600a79b2b5c0741,APPROVED,Not Applicable,2025-03-25T18:55:22.698000Z,2025-03-25T19:17:10.561000Z,2025-03-25T19:52:04.821000Z,2025-03-25T19:17:11.476823Z,1308.0,CYZTAQI1,175,"Albanian, English, Italian",40,Male,White,Albania,United Kingdom,Italy,English,DATA_EXPIRED,DATA_EXPIRED
67e2fc051c9bdbd2a04ccd9a,6107a5be3cbf757b3297d8a1,APPROVED,Not Applicable,2025-03-25T18:55:01.608000Z,2025-03-25T19:12:17.441000Z,2025-03-25T19:52:05.169000Z,2025-03-25T19:12:18.698689Z,1036.0,CYZTAQI1,698,English,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67e2fc2e0f086870444cce5d,63d9f41910c61f3eb102079f,APPROVED,Not Applicable,2025-03-25T19:01:37.955000Z,2025-03-25T19:25:11.454000Z,2025-03-25T19:52:05.495000Z,2025-03-25T19:25:12.111805Z,1414.0,CYZTAQI1,3752,English,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67e2fc306916b66f4e6f5c5b,605e1fc0be766e80d0104df3,APPROVED,Not Applicable,2025-03-25T18:56:00.039000Z,2025-03-25T19:13:27.213000Z,2025-03-25T19:52:22.583000Z,2025-03-25T19:13:28.808637Z,1048.0,CYZTAQI1,1518,English,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67e2fc853ccfcc02f94d6830,5ea6f14cf0ff0709b0331957,APPROVED,Not Applicable,2025-03-25T19:02:15.271000Z,2025-03-25T19:18:06.810000Z,2025-03-25T19:52:22.950000Z,2025-03-25T19:18:07.607813Z,952.0,CYZTAQI1,657,English,28,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67e2fc9c3a024f0b4b208158,5b8c1a2d2c54a1000132d007,APPROVED,Not Applicable,2025-03-25T18:58:25.689000Z,2025-03-25T19:20:53.881000Z,2025-03-25T19:52:05.865000Z,2025-03-25T19:20:54.618019Z,1349.0,CYZTAQI1,1373,English,44,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2fcc5462141f186a685a3,63d7a2d9fb49359b33545e83,APPROVED,Not Applicable,2025-03-25T18:58:25.722000Z,2025-03-25T19:16:47.701000Z,2025-03-25T19:52:25.402000Z,2025-03-25T19:16:48.817655Z,1102.0,CYZTAQI1,41,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67e2fceb7cce65399e8c5956,6658b5bc0acc6e0ea88982be,APPROVED,Not Applicable,2025-03-25T18:59:20.993000Z,2025-03-25T19:21:49.843000Z,2025-03-25T19:52:06.366000Z,2025-03-25T19:21:50.776746Z,1349.0,CYZTAQI1,222,English,23,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2fd138802b87903761bff,570ff6c4736f6a00095576c7,APPROVED,Not Applicable,2025-03-25T19:01:02.067000Z,2025-03-25T19:21:31.514000Z,2025-03-25T19:52:25.726000Z,2025-03-25T19:21:32.240288Z,1230.0,CYZTAQI1,797,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
67e2fd25e9be2c240e77409a,5cec8e27b5a9d90019c090d6,APPROVED,Not Applicable,2025-03-25T18:59:54.723000Z,2025-03-25T19:17:04.888000Z,2025-03-25T19:52:26.069000Z,2025-03-25T19:17:05.704509Z,1031.0,CYZTAQI1,910,English,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67e2fd33bab96b067c627820,65e1fc8e3dcd357b05a330f8,APPROVED,Not Applicable,2025-03-25T19:01:09.216000Z,2025-03-25T19:26:44.442000Z,2025-03-25T19:52:26.426000Z,2025-03-25T19:26:45.887194Z,1536.0,CYZTAQI1,547,English,55,Female,White,United States,United States,United States,English,No,Part-Time
67e2fd3d770483752c7386b9,62b35a7d9d9cd966ebcf3ef8,APPROVED,Not Applicable,2025-03-25T19:00:25.250000Z,2025-03-25T19:31:32.233000Z,2025-03-25T19:52:26.787000Z,2025-03-25T19:31:33.162224Z,1867.0,CYZTAQI1,3955,English,63,Female,White,United States Minor Outlying Islands,United States,United States,English,No,Part-Time
67e2fd461d042bae7c4c59ae,67d34a0adaf54e3354cf2b1c,APPROVED,Not Applicable,2025-03-25T19:00:59.773000Z,2025-03-25T19:26:51.677000Z,2025-03-25T19:52:27.296000Z,2025-03-25T19:26:53.610603Z,1552.0,CYZTAQI1,69,English,23,Female,Mixed,United States,United States,United States,English,Yes,Part-Time
67e2fd4ae472599c28251923,5eab3b7d9c169a10654fef99,APPROVED,Not Applicable,2025-03-25T19:00:32.043000Z,2025-03-25T19:16:30.060000Z,2025-03-25T19:52:27.978000Z,2025-03-25T19:16:31.052012Z,959.0,CYZTAQI1,71,English,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2fd64c88bdbc8fe934c79,5c56550e54f9d30001db7f50,RETURNED,Not Applicable,2025-03-25T19:00:56.976000Z,,,2025-03-25T23:11:24.334439Z,,,1911,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e2fd71fd4a33eee08d7560,5fea2970cbe0699d90756fd7,APPROVED,Not Applicable,2025-03-25T19:01:17.527000Z,2025-03-25T19:19:46.590000Z,2025-03-25T19:52:07.768000Z,2025-03-25T19:19:47.824896Z,1110.0,CYZTAQI1,884,English,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2fd79652198cd76e98252,5dea7a7df87f5519e686ff7b,RETURNED,Not Applicable,2025-03-25T19:01:25.407000Z,,,2025-03-25T23:11:24.350830Z,,,5296,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e2fde21c9bdbd2a04ccdf9,59c6678c5535800001a8e279,APPROVED,Not Applicable,2025-03-25T19:03:04.652000Z,2025-03-25T19:52:24.889000Z,2025-03-25T19:52:48.810000Z,2025-03-25T19:52:25.549304Z,2961.0,CYZTAQI1,208,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2fdf25ae7b0baba0d0492,6658b1e184cb793eeaa03fbc,RETURNED,Not Applicable,2025-03-25T19:03:22.699000Z,,,2025-03-25T23:11:24.358475Z,,,242,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e2fe0cf2a42bfa016f5ceb,6658d57e96aa5518f7414d69,APPROVED,Not Applicable,2025-03-25T19:04:13.393000Z,2025-03-25T19:23:52.074000Z,2025-03-25T19:52:28.671000Z,2025-03-25T19:23:54.008882Z,1179.0,CYZTAQI1,406,English,25,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
67e2fe945070686aff7e34fe,63cbb8558020630f2a5670e3,APPROVED,Not Applicable,2025-03-25T19:06:12.482000Z,2025-03-25T19:26:28.312000Z,2025-03-25T19:52:29.063000Z,2025-03-25T19:26:31.398028Z,1216.0,CYZTAQI1,567,English,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67e2fe9dd67fc26cf0e4be6a,6569e8fe3557614aa30a5295,APPROVED,Not Applicable,2025-03-25T19:06:15.022000Z,2025-03-25T19:26:58.033000Z,2025-03-25T19:52:08.383000Z,2025-03-25T19:26:58.951462Z,1244.0,CYZTAQI1,383,English,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2feac9f4594a72a2085c6,663946a39d964bfc1e2e794e,APPROVED,Not Applicable,2025-03-25T19:10:12.458000Z,2025-03-25T19:27:51.970000Z,2025-03-25T19:52:08.762000Z,2025-03-25T19:27:53.102472Z,1060.0,CYZTAQI1,201,English,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2ff027e4de2bce3b88958,676a9b211664b1f6c32244af,APPROVED,Not Applicable,2025-03-25T19:09:40.898000Z,2025-03-25T19:30:54.341000Z,2025-03-25T19:52:09.142000Z,2025-03-25T19:30:56.197274Z,1274.0,CYZTAQI1,75,English,44,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
67e2ff14d806147d5608d405,66c4ed68df042675aa0b3143,APPROVED,Not Applicable,2025-03-25T19:08:12.874000Z,2025-03-25T19:26:33.487000Z,2025-03-25T19:52:09.509000Z,2025-03-25T19:26:34.587527Z,1101.0,CYZTAQI1,178,English,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
67e2ff56db4b218bbf7c8886,65abe6bb659c1c810912c653,APPROVED,Not Applicable,2025-03-25T19:09:22.052000Z,2025-03-25T19:26:46.445000Z,2025-03-25T19:52:09.888000Z,2025-03-25T19:26:47.535769Z,1045.0,CYZTAQI1,92,English,32,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e2ff764d9061f115b3c11f,67605405bfd9f40dd7ca2a24,APPROVED,Not Applicable,2025-03-25T19:09:48.199000Z,2025-03-25T19:26:06.654000Z,2025-03-25T19:52:10.386000Z,2025-03-25T19:26:08.946848Z,979.0,CYZTAQI1,50,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67e2ff7e17345b454f945eb3,5fc18d478a746025809c8d29,RETURNED,Not Applicable,2025-03-25T19:10:12.047000Z,,,2025-03-25T23:11:24.368679Z,,,1722,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e2ff8db124c9f306420b2b,62c63362e7342ad8be294866,APPROVED,Not Applicable,2025-03-25T19:10:26.403000Z,2025-03-25T19:29:39.544000Z,2025-03-25T19:52:10.783000Z,2025-03-25T19:29:40.857278Z,1154.0,CYZTAQI1,4599,English,44,Male,White,United States,United States,United States,English,No,Full-Time
67e2ffa1a68065a9f9f454c0,66a90c2263a2823be078178e,RETURNED,Not Applicable,2025-03-25T19:10:30.162000Z,,,2025-03-25T23:11:24.376848Z,,,497,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e2ffb9222eca031acb997e,59e7276d5de9b000017ed1c1,APPROVED,Not Applicable,2025-03-25T19:12:06.166000Z,2025-03-25T19:53:17.653000Z,2025-03-25T19:53:32.539000Z,2025-03-25T19:53:18.457722Z,2472.0,CYZTAQI1,1923,English,43,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67e2ffc2a1e49da44d68a49f,678a9908f6f907a073a5be81,RETURNED,Not Applicable,2025-03-25T19:11:19.124000Z,,,2025-03-25T23:11:24.380771Z,,,72,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e3007b3b34bf8715db447f,6560ae1c1cc374fa2049dd0c,APPROVED,Not Applicable,2025-03-25T19:14:17.860000Z,2025-03-25T19:32:49.492000Z,2025-03-25T19:52:29.395000Z,2025-03-25T19:32:50.236595Z,1112.0,CYZTAQI1,86,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
67e300824bab64d93adfca9d,5cfbca108483c6001530c04a,APPROVED,Not Applicable,2025-03-25T19:15:24.133000Z,2025-03-25T19:36:40.738000Z,2025-03-25T19:52:11.142000Z,2025-03-25T19:36:41.512001Z,1277.0,CYZTAQI1,307,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e300833343fb1ab1f8a68d,6661b3bccfa516ea302f4556,APPROVED,Not Applicable,2025-03-25T19:14:28.828000Z,2025-03-25T19:34:26.465000Z,2025-03-25T19:52:11.512000Z,2025-03-25T19:34:27.722086Z,1198.0,CYZTAQI1,697,English,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e300a8851677c4f8032c38,59a534dc4d25e800012fcd66,APPROVED,Not Applicable,2025-03-25T19:22:07.560000Z,2025-03-25T19:43:55.441000Z,2025-03-25T19:52:29.734000Z,2025-03-25T19:43:55.995812Z,1308.0,CYZTAQI1,1200,English,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67e300b361416426171fe95c,64416ffb0b2219961e4ce181,APPROVED,Not Applicable,2025-03-25T19:16:19.812000Z,2025-03-25T19:33:17.861000Z,2025-03-25T19:52:30.117000Z,2025-03-25T19:33:18.627774Z,1019.0,CYZTAQI1,1162,English,50,Female,DATA_EXPIRED,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67e300b80d467d4acb67035b,65a65892e18816ac91f6ebfa,RETURNED,Not Applicable,2025-03-25T19:26:00.723000Z,,,2025-03-25T23:11:24.390513Z,,,187,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e300c3d3c50438bf670a69,67ac7d299f836fc2677cb2b0,APPROVED,Not Applicable,2025-03-25T19:15:15.268000Z,2025-03-25T19:41:43.102000Z,2025-03-25T19:52:11.966000Z,2025-03-25T19:41:43.989585Z,1588.0,CYZTAQI1,61,English,36,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
67e300c74bab64d93adfcaae,6643495b44af166c626762cd,APPROVED,Not Applicable,2025-03-25T19:15:26.752000Z,2025-03-25T19:35:36.492000Z,2025-03-25T19:52:12.296000Z,2025-03-25T19:35:37.340155Z,1210.0,CYZTAQI1,347,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
67e300e99fa4ae89b3be65f1,5e963318213e530b39739c29,APPROVED,Not Applicable,2025-03-25T19:18:24.469000Z,2025-03-25T19:36:04.412000Z,2025-03-25T19:52:30.476000Z,2025-03-25T19:36:05.638094Z,1060.0,CYZTAQI1,341,English,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
67e300f47a72417d16934f9a,655b735da88032ed25439fd3,TIMED-OUT,Not Applicable,2025-03-25T19:16:19.253000Z,,,2025-03-25T23:11:24.399281Z,14106.0,,26,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e300fd58de9b48f10f71c9,5435247efdf99b55edc6b367,APPROVED,Not Applicable,2025-03-25T19:17:55.648000Z,2025-03-25T19:35:21.018000Z,2025-03-25T19:52:30.870000Z,2025-03-25T19:35:22.935106Z,1046.0,CYZTAQI1,247,English,60,Female,White,United Kingdom,United Kingdom,Ireland,English,No,Part-Time
67e30101c648c7dfd40edfb4,67294e6f3ec26dd223f79646,RETURNED,Not Applicable,2025-03-25T19:17:37.253000Z,2025-03-25T19:36:05.371000Z,,2025-03-25T23:11:24.453902Z,,CYZTAQI1,321,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e3010a57076257ff42f7aa,653fc352c624ab8543d4e2ff,APPROVED,Not Applicable,2025-03-25T19:17:38.526000Z,2025-03-25T19:38:10.625000Z,2025-03-25T19:52:12.641000Z,2025-03-25T19:38:11.832904Z,1233.0,CYZTAQI1,1098,English,47,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
